log_time,steering_angle_enable,steering_angle,target_acceleration_enable,target_acceleration,indicator_left_enable,indicator_left,indicator_right_enable,indicator_right,gear_position_enable,gear_position,ebrake_status_enable,ebrake_status,lane_change,timestamp,mqtt_send_timestamp
15:02:34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1756710154948
15:02:34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1756710154958
15:02:34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1756710154968
15:02:34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1756710154978
15:02:34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1756710154988
15:02:34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1756710154998
15:02:35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1756710155008
15:02:35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1756710155018
15:02:35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1756710155028
15:02:35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1756710155038
15:02:35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1756710155048
15:02:35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1756710155058
15:02:35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1756710155068
15:02:35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1756710155078
15:02:35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1756710155088
15:02:35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1756710155098
15:02:35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1756710155108
15:02:35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1756710155118
15:02:35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1756710155128
15:02:35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1756710155138
15:02:35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1756710155148
15:02:35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1756710155158
15:02:35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1756710155168
15:02:35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1756710155178
15:02:35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1756710155188
15:02:35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1756710155198
15:02:35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1756710155208
15:02:35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1756710155218
15:02:35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1756710155228
15:02:35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1756710155238
15:02:35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1756710155248
15:02:35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1756710155258
15:02:35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1756710155268
15:02:35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1756710155278
15:02:35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1756710155288
15:02:35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1756710155298
15:02:35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1756710155308
15:02:35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1756710155318
15:02:35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1756710155328
15:02:35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1756710155338
15:02:35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1756710155348
15:02:35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1756710155358
15:02:35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1756710155368
15:02:35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1756710155378
15:02:35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1756710155388
15:02:35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1756710155398
15:02:35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1756710155408
15:02:35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1756710155418
15:02:35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1756710155428
15:02:35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1756710155438
15:02:35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1756710155448
15:02:35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1756710155458
15:02:35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1756710155468
15:02:35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1756710155478
15:02:35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1756710155488
15:02:35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1756710155498
15:02:35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1756710155508
15:02:35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1756710155518
15:02:35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1756710155528
15:02:35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1756710155538
15:02:35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1756710155548
15:02:35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1756710155558
15:02:35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1756710155568
15:02:35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1756710155578
15:02:35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1756710155588
15:02:35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1756710155598
15:02:35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1756710155608
15:02:35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1756710155618
15:02:35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1756710155628
15:02:35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1756710155638
15:02:35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1756710155648
15:02:35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1756710155658
15:02:35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1756710155668
15:02:35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1756710155678
15:02:35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1756710155688
15:02:35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1756710155698
15:02:35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1756710155708
15:02:35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1756710155718
15:02:35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1756710155728
15:02:35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1756710155738
15:02:35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1756710155748
15:02:35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1756710155758
15:02:35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1756710155768
15:02:35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1756710155778
15:02:35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1756710155788
15:02:35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1756710155798
15:02:35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1756710155808
15:02:35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1756710155818
15:02:35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1756710155828
15:02:35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1756710155838
15:02:35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1756710155848
15:02:35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1756710155858
15:02:35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1756710155868
15:02:35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1756710155878
15:02:35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1756710155888
15:02:35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1756710155898
15:02:35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1756710155908
15:02:35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1756710155918
15:02:35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1756710155928
15:02:35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1756710155938
15:02:35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1756710155948
15:02:35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1756710155958
15:02:35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1756710155968
15:02:35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1756710155978
15:02:35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1756710155988
15:02:35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1756710155998
15:02:36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1756710156008
15:02:36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1756710156018
